delivery_id,order_date,ship_date,promised_date,delivered_date,client_id,carrier_id,warehouse_id,region_id,service_level,distance_km,shipping_cost_usd,is_late,delay_days
1791,2025-03-10,2025-03-11,2025-03-13,2025-03-13,304,101,203,5,Standard,63,16.52,0,0
1792,2025-04-21,2025-04-21,2025-04-26,2025-04-26,302,102,205,3,Standard,327,47.54,0,0
1793,2025-04-24,2025-04-25,2025-04-30,2025-04-30,307,101,201,2,Standard,619,80.01,0,0
1794,2025-03-05,2025-03-05,2025-03-08,2025-03-08,305,105,202,1,Standard,98,18.55,0,0
1795,2025-03-10,2025-03-10,2025-03-11,2025-03-11,304,102,201,3,Express,40,17.14,0,0
1796,2025-11-10,2025-11-12,2025-11-14,2025-11-14,307,104,203,5,Express,102,23.01,0,0
1797,2025-10-10,2025-10-10,2025-10-12,2025-10-12,306,101,201,5,Express,218,39.08,0,0
1798,2025-06-21,2025-06-21,2025-06-26,2025-06-26,307,101,205,4,Standard,616,80.06,0,0
1799,2025-07-13,2025-07-15,2025-07-20,2025-07-20,303,104,203,4,Standard,615,77.52,0,0
1800,2025-01-02,2025-01-02,2025-01-07,2025-01-12,305,104,203,2,Standard,359,46.88,1,5
1801,2025-02-06,2025-02-06,2025-02-11,2025-02-11,307,105,205,1,Standard,557,71.59,0,0
1802,2025-09-02,2025-09-04,2025-09-07,2025-09-09,303,105,202,1,Express,422,59.81,1,2
1803,2025-11-07,2025-11-08,2025-11-13,2025-11-16,305,102,201,5,Standard,286,39.33,1,3
1804,2025-01-19,2025-01-21,2025-01-23,2025-02-02,306,102,205,3,Standard,48,13.74,1,10
1805,2025-06-22,2025-06-22,2025-06-24,2025-06-26,302,104,204,4,Standard,52,12.36,1,2
1806,2025-08-07,2025-08-07,2025-08-08,2025-08-08,307,101,202,1,Express,61,18.44,0,0
1807,2025-07-23,2025-07-25,2025-07-30,2025-07-30,305,101,204,1,Standard,471,59.96,0,0
1808,2025-03-31,2025-03-31,2025-04-05,2025-04-05,307,103,203,2,Standard,445,59.45,0,0
1809,2025-02-25,2025-02-27,2025-03-02,2025-03-02,304,104,205,4,Standard,151,24.85,0,0
1810,2025-05-29,2025-05-31,2025-06-05,2025-06-05,306,101,202,1,Standard,572,71.67,0,0
1811,2025-04-10,2025-04-12,2025-04-15,2025-04-16,303,102,204,3,Express,568,80.58,1,1
1812,2025-04-19,2025-04-21,2025-04-26,2025-05-06,302,105,201,3,Standard,384,51.79,1,10
1813,2025-01-25,2025-01-25,2025-01-30,2025-01-30,305,105,205,3,Standard,301,40.83,0,0
1814,2025-08-20,2025-08-22,2025-08-25,2025-08-25,303,102,204,5,Express,591,82.66,0,0
1815,2025-11-16,2025-11-18,2025-11-23,2025-11-23,305,103,205,4,Standard,619,81.76,0,0
1816,2025-08-22,2025-08-24,2025-08-29,2025-08-29,301,103,202,5,Standard,379,51.96,0,0
1817,2025-05-08,2025-05-10,2025-05-15,2025-05-15,302,105,201,3,Standard,517,70.36,0,0
1818,2025-04-10,2025-04-10,2025-04-12,2025-04-12,302,101,202,2,Express,233,37.73,0,0
1819,2025-08-09,2025-08-10,2025-08-12,2025-08-19,304,105,201,5,Standard,28,12.3,1,7
1820,2025-03-02,2025-03-04,2025-03-07,2025-03-07,304,101,204,4,Standard,226,31.98,0,0
1821,2025-11-07,2025-11-09,2025-11-14,2025-11-14,302,105,203,3,Standard,537,68.27,0,0
1822,2025-05-26,2025-05-28,2025-05-30,2025-05-30,307,103,204,1,Express,125,28.89,0,0
1823,2025-08-11,2025-08-11,2025-08-16,2025-08-16,303,105,202,1,Standard,372,50.91,0,0
1824,2025-05-17,2025-05-17,2025-05-22,2025-05-26,301,104,205,5,Standard,421,57.3,1,4
1825,2025-08-07,2025-08-07,2025-08-12,2025-08-12,301,102,205,2,Standard,349,50.76,0,0
1826,2025-04-09,2025-04-10,2025-04-15,2025-04-15,307,104,205,3,Standard,606,80.5,0,0
1827,2025-05-20,2025-05-22,2025-05-25,2025-05-25,306,101,202,1,Standard,234,31.09,0,0
1828,2025-08-11,2025-08-12,2025-08-14,2025-08-14,305,104,201,4,Express,124,27.88,0,0
1829,2025-02-08,2025-02-08,2025-02-09,2025-02-09,301,105,203,2,Express,31,12.01,0,0
1830,2025-01-29,2025-01-30,2025-02-01,2025-02-05,305,101,203,3,Standard,79,17.63,1,4
1831,2025-04-01,2025-04-01,2025-04-04,2025-04-04,307,102,205,5,Express,426,62.88,0,0
1832,2025-04-23,2025-04-24,2025-04-27,2025-04-27,306,103,201,3,Express,456,65.38,0,0
1833,2025-01-30,2025-02-01,2025-02-04,2025-02-05,306,102,204,4,Express,426,63.15,1,1
1834,2025-10-12,2025-10-14,2025-10-15,2025-10-15,307,104,204,1,Express,53,20.25,0,0
1835,2025-11-05,2025-11-05,2025-11-08,2025-11-08,301,101,204,3,Express,551,75.7,0,0
1836,2025-08-21,2025-08-22,2025-08-25,2025-08-30,302,102,203,1,Standard,180,25.82,1,5
1837,2025-02-10,2025-02-10,2025-02-13,2025-02-13,304,102,202,1,Standard,85,16.82,0,0
1838,2025-04-23,2025-04-24,2025-04-27,2025-04-27,307,102,205,4,Express,330,48.39,0,0
1839,2025-06-26,2025-06-27,2025-07-02,2025-07-02,304,102,202,1,Standard,563,72.34,0,0
1840,2025-03-28,2025-03-28,2025-04-02,2025-04-02,307,103,201,5,Standard,410,53.96,0,0
1841,2025-02-18,2025-02-18,2025-02-21,2025-02-21,304,103,201,3,Standard,214,32.77,0,0
1842,2025-10-01,2025-10-01,2025-10-04,2025-10-06,301,104,204,2,Standard,179,29.97,1,2
1843,2025-11-24,2025-11-25,2025-11-27,2025-11-27,301,105,205,4,Express,109,24.85,0,0
1844,2025-08-03,2025-08-05,2025-08-10,2025-08-10,302,105,203,5,Standard,508,68.67,0,0
1845,2025-04-30,2025-04-30,2025-05-03,2025-05-03,307,102,205,4,Standard,122,22.73,0,0
1846,2025-06-13,2025-06-13,2025-06-18,2025-06-18,304,103,202,1,Standard,465,64.56,0,0
1847,2025-12-26,2025-12-28,2025-12-31,2026-01-10,305,104,204,5,Standard,126,20.84,1,10
1848,2025-09-12,2025-09-12,2025-09-13,2025-09-13,302,105,202,4,Express,20,12.59,0,0
1849,2025-03-15,2025-03-15,2025-03-20,2025-03-20,301,102,202,2,Standard,340,47.84,0,0
1850,2025-12-14,2025-12-16,2025-12-21,2025-12-21,307,101,203,3,Standard,463,64.18,0,0
1851,2025-10-19,2025-10-21,2025-10-26,2025-10-26,302,105,202,1,Standard,589,74.51,0,0
1852,2025-08-22,2025-08-24,2025-08-29,2025-08-29,307,101,205,5,Standard,279,37.89,0,0
1853,2025-05-28,2025-05-28,2025-05-30,2025-05-30,307,101,202,5,Standard,43,13.27,0,0
1854,2025-12-21,2025-12-22,2025-12-25,2025-12-25,306,105,204,2,Express,617,86.34,0,0
1855,2025-05-30,2025-06-01,2025-06-06,2025-06-07,306,103,205,2,Standard,629,81.55,1,1
1856,2025-05-26,2025-05-27,2025-05-29,2025-05-31,303,105,205,4,Standard,41,12.09,1,2
1857,2025-05-01,2025-05-03,2025-05-08,2025-05-08,305,104,204,4,Standard,557,74.45,0,0
1858,2025-11-12,2025-11-14,2025-11-15,2025-11-15,304,104,201,3,Express,70,20.72,0,0
1859,2025-09-11,2025-09-12,2025-09-17,2025-09-17,305,104,204,5,Standard,643,83.61,0,0
1860,2025-03-20,2025-03-20,2025-03-25,2025-03-25,307,103,205,2,Standard,510,70.17,0,0
1861,2025-09-30,2025-10-01,2025-10-06,2025-10-09,303,101,204,5,Standard,645,85.15,1,3
1862,2025-01-16,2025-01-18,2025-01-23,2025-01-30,306,104,204,3,Standard,344,48.39,1,7
1863,2025-03-05,2025-03-06,2025-03-09,2025-03-09,302,105,202,3,Express,355,55.71,0,0
1864,2025-09-26,2025-09-28,2025-10-03,2025-10-03,304,105,204,4,Standard,366,51.88,0,0
1865,2025-11-23,2025-11-23,2025-11-26,2025-11-26,302,105,205,2,Express,405,61.58,0,0
1866,2025-04-10,2025-04-12,2025-04-17,2025-04-17,305,101,203,5,Standard,271,36.0,0,0
1867,2025-04-06,2025-04-08,2025-04-11,2025-04-11,305,104,202,3,Express,356,53.05,0,0
1868,2025-10-29,2025-10-31,2025-11-05,2025-11-12,302,103,205,2,Standard,383,49.57,1,7
1869,2025-07-20,2025-07-22,2025-07-27,2025-07-27,303,101,204,3,Standard,400,56.7,0,0
1870,2025-11-09,2025-11-11,2025-11-14,2025-11-21,303,103,203,4,Standard,203,29.2,1,7
1871,2025-09-20,2025-09-20,2025-09-23,2025-10-03,307,101,201,5,Express,618,85.07,1,10
1872,2025-12-27,2025-12-27,2025-12-29,2025-12-29,303,102,203,5,Express,93,24.19,0,0
1873,2025-02-15,2025-02-15,2025-02-20,2025-02-20,303,104,201,3,Standard,340,45.01,0,0
1874,2025-07-07,2025-07-08,2025-07-13,2025-07-13,305,104,204,2,Standard,542,68.62,0,0
1875,2025-06-12,2025-06-14,2025-06-16,2025-06-16,301,105,203,1,Express,158,31.14,0,0
1876,2025-05-26,2025-05-26,2025-05-31,2025-05-31,307,101,203,1,Standard,397,54.33,0,0
1877,2025-09-26,2025-09-26,2025-09-29,2025-09-29,304,101,205,5,Standard,139,24.23,0,0
1878,2025-03-08,2025-03-08,2025-03-11,2025-03-11,302,105,205,5,Express,361,53.73,0,0
1879,2025-10-13,2025-10-14,2025-10-17,2025-10-17,307,104,201,4,Express,602,83.28,0,0
1880,2025-05-24,2025-05-26,2025-05-31,2025-05-31,303,102,204,2,Standard,527,68.26,0,0
1881,2025-05-24,2025-05-26,2025-05-29,2025-05-29,305,105,204,3,Express,329,52.21,0,0
1882,2025-09-15,2025-09-15,2025-09-18,2025-09-28,302,105,201,3,Express,443,67.07,1,10
1883,2025-01-04,2025-01-04,2025-01-07,2025-01-09,301,102,203,1,Standard,240,35.32,1,2
1884,2025-03-09,2025-03-10,2025-03-12,2025-03-14,306,103,203,1,Standard,10,6.14,1,2
1885,2025-11-21,2025-11-23,2025-11-28,2025-11-28,306,105,202,4,Standard,295,40.22,0,0
1886,2025-07-16,2025-07-18,2025-07-21,2025-07-21,304,105,204,5,Standard,232,33.38,0,0
1887,2025-05-30,2025-06-01,2025-06-06,2025-06-09,306,102,201,4,Standard,532,72.75,1,3
1888,2025-05-28,2025-05-28,2025-05-30,2025-05-30,302,105,202,1,Express,182,34.09,0,0
1889,2025-04-08,2025-04-10,2025-04-12,2025-04-16,307,102,202,1,Standard,12,8.2,1,4
1890,2025-01-05,2025-01-07,2025-01-10,2025-01-10,301,102,204,5,Standard,168,24.38,0,0
1891,2025-01-13,2025-01-13,2025-01-16,2025-01-16,305,104,204,2,Standard,94,18.27,0,0
1892,2025-06-29,2025-06-30,2025-07-05,2025-07-05,304,103,203,4,Standard,376,51.49,0,0
1893,2025-07-14,2025-07-16,2025-07-19,2025-07-19,302,101,203,5,Standard,97,17.71,0,0
1894,2025-07-15,2025-07-17,2025-07-22,2025-07-22,306,102,201,5,Standard,567,76.25,0,0
1895,2025-03-03,2025-03-05,2025-03-08,2025-03-08,306,102,201,4,Standard,225,31.19,0,0
1896,2025-10-17,2025-10-19,2025-10-22,2025-10-22,306,102,201,5,Standard,181,25.65,0,0
1897,2025-04-20,2025-04-22,2025-04-27,2025-04-30,306,102,201,4,Standard,339,47.62,1,3
1898,2025-05-01,2025-05-03,2025-05-06,2025-05-06,305,102,202,5,Express,337,52.36,0,0
1899,2025-10-23,2025-10-23,2025-10-28,2025-10-28,307,102,203,5,Standard,320,43.0,0,0
1900,2025-11-27,2025-11-27,2025-11-30,2025-11-30,304,102,202,4,Express,301,45.6,0,0
1901,2025-05-14,2025-05-15,2025-05-18,2025-05-18,307,105,204,3,Standard,124,18.96,0,0
1902,2025-10-26,2025-10-27,2025-10-29,2025-10-29,304,102,205,1,Standard,76,13.09,0,0
1903,2025-11-02,2025-11-04,2025-11-09,2025-11-09,304,104,201,5,Standard,339,44.51,0,0
1904,2025-09-23,2025-09-24,2025-09-26,2025-09-26,302,102,201,2,Express,105,21.41,0,0
1905,2025-01-28,2025-01-29,2025-02-01,2025-02-01,305,102,201,2,Express,276,45.69,0,0
1906,2025-12-18,2025-12-18,2025-12-21,2025-12-21,304,105,205,5,Express,453,64.46,0,0
1907,2025-12-27,2025-12-27,2026-01-01,2026-01-01,303,103,202,5,Standard,552,71.61,0,0
1908,2025-01-21,2025-01-23,2025-01-28,2025-01-28,302,103,203,1,Standard,402,55.11,0,0
1909,2025-10-21,2025-10-23,2025-10-26,2025-10-26,303,104,201,1,Standard,171,29.24,0,0
1910,2025-02-17,2025-02-19,2025-02-22,2025-02-25,301,105,202,2,Express,605,85.1,1,3
1911,2025-04-12,2025-04-14,2025-04-17,2025-04-17,304,105,202,3,Standard,206,33.19,0,0
1912,2025-08-29,2025-08-29,2025-09-01,2025-09-01,301,105,204,2,Standard,122,18.51,0,0
1913,2025-03-19,2025-03-21,2025-03-24,2025-03-25,301,102,201,2,Express,476,67.58,1,1
1914,2025-11-07,2025-11-07,2025-11-10,2025-11-15,307,101,201,1,Standard,112,17.22,1,5
1915,2025-01-17,2025-01-19,2025-01-22,2025-01-22,304,103,205,2,Express,259,40.27,0,0
1916,2025-04-20,2025-04-20,2025-04-25,2025-04-25,301,105,202,3,Standard,350,46.25,0,0
1917,2025-08-22,2025-08-22,2025-08-27,2025-08-27,306,105,201,3,Standard,293,39.22,0,0
1918,2025-10-13,2025-10-14,2025-10-15,2025-10-15,306,105,202,4,Express,13,13.02,0,0
1919,2025-03-18,2025-03-19,2025-03-24,2025-03-24,305,104,202,3,Standard,610,77.36,0,0
1920,2025-06-29,2025-07-01,2025-07-03,2025-07-03,306,101,201,4,Express,224,39.17,0,0
1921,2025-03-07,2025-03-07,2025-03-09,2025-03-11,307,104,201,5,Express,239,42.49,1,2
1922,2025-08-06,2025-08-06,2025-08-11,2025-08-11,303,103,205,5,Standard,319,45.86,0,0
1923,2025-01-14,2025-01-15,2025-01-20,2025-01-25,303,102,201,1,Standard,498,68.34,1,5
1924,2025-03-24,2025-03-24,2025-03-27,2025-03-27,304,105,204,2,Standard,175,27.59,0,0
1925,2025-02-13,2025-02-14,2025-02-17,2025-02-17,304,105,201,4,Standard,138,20.32,0,0
1926,2025-02-24,2025-02-26,2025-02-27,2025-02-27,303,103,202,3,Express,12,10.77,0,0
1927,2025-01-17,2025-01-19,2025-01-24,2025-01-24,302,101,201,1,Standard,420,59.14,0,0
1928,2025-11-24,2025-11-26,2025-12-01,2025-12-01,304,104,203,3,Standard,384,51.74,0,0
1929,2025-06-28,2025-06-28,2025-07-01,2025-07-11,303,104,202,3,Express,262,42.32,1,10
1930,2025-05-09,2025-05-11,2025-05-13,2025-05-15,304,101,201,4,Standard,65,15.41,1,2
1931,2025-01-14,2025-01-14,2025-01-19,2025-01-19,307,105,202,4,Standard,413,54.22,0,0
1932,2025-08-05,2025-08-05,2025-08-10,2025-08-10,305,105,201,1,Standard,380,51.29,0,0
1933,2025-02-25,2025-02-25,2025-02-27,2025-02-27,303,104,201,1,Standard,48,11.21,0,0
1934,2025-08-25,2025-08-27,2025-08-30,2025-08-30,306,103,201,2,Express,299,46.05,0,0
1935,2025-09-09,2025-09-11,2025-09-14,2025-09-14,303,104,202,2,Standard,206,27.87,0,0
1936,2025-06-28,2025-06-29,2025-07-04,2025-07-05,305,103,204,5,Standard,444,59.86,1,1
1937,2025-10-15,2025-10-16,2025-10-19,2025-10-19,301,102,202,3,Standard,165,27.74,0,0
1938,2025-08-12,2025-08-12,2025-08-14,2025-08-14,304,102,201,4,Standard,70,14.55,0,0
1939,2025-09-01,2025-09-02,2025-09-07,2025-09-07,301,101,203,1,Standard,440,56.4,0,0
1940,2025-01-13,2025-01-13,2025-01-18,2025-01-18,307,101,201,1,Standard,502,67.24,0,0
1941,2025-01-20,2025-01-22,2025-01-27,2025-01-27,301,105,202,3,Standard,570,71.81,0,0
1942,2025-12-25,2025-12-25,2025-12-27,2026-01-01,307,105,201,3,Standard,72,13.54,1,5
1943,2025-11-08,2025-11-09,2025-11-14,2025-11-14,305,105,203,1,Standard,617,81.97,0,0
1944,2025-09-28,2025-09-29,2025-10-04,2025-10-04,304,101,202,2,Standard,454,61.59,0,0
1945,2025-10-12,2025-10-13,2025-10-15,2025-10-15,306,101,204,3,Express,106,21.61,0,0
1946,2025-01-26,2025-01-27,2025-01-30,2025-01-30,304,105,203,4,Standard,183,29.53,0,0
1947,2025-12-19,2025-12-20,2025-12-23,2025-12-23,305,105,203,5,Standard,121,23.49,0,0
1948,2025-02-04,2025-02-05,2025-02-07,2025-02-11,306,102,204,3,Express,147,25.8,1,4
1949,2025-10-04,2025-10-06,2025-10-09,2025-10-19,307,101,201,2,Standard,167,27.0,1,10
1950,2025-12-05,2025-12-07,2025-12-09,2025-12-09,306,101,205,3,Express,90,20.21,0,0
1951,2025-11-11,2025-11-11,2025-11-14,2025-11-14,305,105,205,5,Express,603,83.05,0,0
1952,2025-02-12,2025-02-14,2025-02-19,2025-03-01,304,105,205,1,Standard,301,44.69,1,10
1953,2025-02-06,2025-02-07,2025-02-10,2025-02-10,305,103,203,4,Standard,169,27.83,0,0
1954,2025-07-02,2025-07-02,2025-07-05,2025-07-05,305,102,205,5,Express,524,73.12,0,0
1955,2025-02-01,2025-02-03,2025-02-08,2025-02-18,307,103,205,1,Standard,490,63.72,1,10
1956,2025-04-03,2025-04-05,2025-04-10,2025-04-10,307,104,205,2,Standard,614,79.1,0,0
1957,2025-03-22,2025-03-24,2025-03-27,2025-03-27,305,105,203,4,Express,619,86.3,0,0
1958,2025-03-19,2025-03-21,2025-03-23,2025-03-23,304,105,204,4,Standard,56,11.32,0,0
1959,2025-03-02,2025-03-04,2025-03-09,2025-03-09,303,105,204,1,Standard,442,56.3,0,0
1960,2025-04-01,2025-04-02,2025-04-07,2025-04-07,304,105,205,3,Standard,391,52.04,0,0
1961,2025-12-04,2025-12-06,2025-12-11,2025-12-11,306,102,203,4,Standard,624,83.44,0,0
1962,2025-11-09,2025-11-10,2025-11-15,2025-11-15,304,105,202,4,Standard,631,81.3,0,0
1963,2025-06-09,2025-06-09,2025-06-14,2025-06-14,302,104,201,1,Standard,351,45.73,0,0
1964,2025-07-02,2025-07-04,2025-07-07,2025-07-07,305,104,203,2,Standard,133,18.96,0,0
1965,2025-04-24,2025-04-25,2025-04-28,2025-05-01,303,104,205,5,Standard,238,35.24,1,3
1966,2025-07-22,2025-07-24,2025-07-26,2025-07-26,304,105,204,2,Standard,74,14.43,0,0
1967,2025-02-15,2025-02-17,2025-02-22,2025-02-22,303,102,201,1,Standard,259,36.23,0,0
1968,2025-03-25,2025-03-25,2025-03-30,2025-03-30,307,104,201,2,Standard,491,66.24,0,0
1969,2025-05-08,2025-05-10,2025-05-15,2025-05-17,301,103,205,3,Standard,415,54.79,1,2
1970,2025-07-04,2025-07-05,2025-07-10,2025-07-10,303,104,202,3,Standard,636,79.9,0,0
1971,2025-04-09,2025-04-09,2025-04-12,2025-04-12,306,103,201,3,Express,431,62.13,0,0
1972,2025-09-05,2025-09-07,2025-09-12,2025-09-12,306,105,202,1,Standard,613,79.79,0,0
1973,2025-10-07,2025-10-07,2025-10-09,2025-10-09,305,104,204,1,Express,153,26.94,0,0
1974,2025-07-31,2025-08-01,2025-08-06,2025-08-06,305,102,203,1,Standard,408,55.72,0,0
1975,2025-11-12,2025-11-14,2025-11-19,2025-11-19,306,105,202,5,Standard,600,77.37,0,0
1976,2025-06-09,2025-06-11,2025-06-14,2025-06-14,305,105,203,4,Standard,97,16.6,0,0
1977,2025-06-10,2025-06-10,2025-06-15,2025-06-15,307,101,201,1,Standard,618,81.24,0,0
1978,2025-09-02,2025-09-03,2025-09-05,2025-09-05,303,104,201,2,Standard,77,15.09,0,0
1979,2025-02-01,2025-02-01,2025-02-03,2025-02-03,302,105,205,5,Express,217,36.57,0,0
1980,2025-12-30,2025-12-30,2026-01-04,2026-01-04,306,101,205,2,Standard,340,46.03,0,0
1981,2025-01-04,2025-01-06,2025-01-09,2025-01-09,301,105,205,1,Standard,144,22.07,0,0
1982,2025-01-25,2025-01-26,2025-01-29,2025-01-29,303,104,203,4,Express,575,80.68,0,0
1983,2025-01-26,2025-01-27,2025-02-01,2025-02-01,303,103,202,4,Standard,323,43.65,0,0
1984,2025-08-15,2025-08-15,2025-08-20,2025-08-20,303,101,205,5,Standard,320,46.01,0,0
1985,2025-09-17,2025-09-18,2025-09-23,2025-09-23,307,101,204,5,Standard,383,50.51,0,0
1986,2025-03-08,2025-03-10,2025-03-12,2025-03-12,307,104,203,2,Standard,60,10.85,0,0
1987,2025-11-08,2025-11-08,2025-11-13,2025-11-15,303,101,201,2,Standard,440,56.76,1,2
1988,2025-05-31,2025-05-31,2025-06-05,2025-06-05,302,104,204,4,Standard,490,63.66,0,0
1989,2025-11-10,2025-11-10,2025-11-15,2025-11-25,301,101,201,4,Standard,292,42.29,1,10
1990,2025-09-15,2025-09-17,2025-09-19,2025-09-23,307,105,205,3,Standard,66,10.96,1,4
1991,2025-10-29,2025-10-29,2025-10-31,2025-10-31,305,104,204,4,Express,135,25.38,0,0
1992,2025-11-01,2025-11-01,2025-11-06,2025-11-06,303,101,203,4,Standard,423,58.52,0,0
1993,2025-08-06,2025-08-08,2025-08-13,2025-08-13,301,101,202,2,Standard,546,70.03,0,0
1994,2025-09-03,2025-09-05,2025-09-10,2025-09-15,303,104,203,2,Standard,400,56.2,1,5
1995,2025-06-29,2025-06-29,2025-07-01,2025-07-01,307,103,203,2,Express,184,31.94,0,0
1996,2025-12-22,2025-12-23,2025-12-26,2026-01-02,307,105,203,2,Express,375,57.78,1,7
1997,2025-08-08,2025-08-08,2025-08-13,2025-08-13,303,103,203,3,Standard,351,49.56,0,0
1998,2025-02-09,2025-02-11,2025-02-14,2025-02-14,301,102,202,2,Express,463,65.27,0,0
1999,2025-09-09,2025-09-09,2025-09-14,2025-09-14,306,101,204,5,Standard,412,57.02,0,0
2000,2025-11-27,2025-11-29,2025-12-04,2025-12-04,306,104,202,2,Standard,573,74.99,0,0
2001,2025-02-07,2025-02-08,2025-02-10,2025-02-10,304,101,205,3,Standard,73,15.4,0,0
2002,2025-01-22,2025-01-24,2025-01-27,2025-01-27,303,102,201,3,Standard,240,33.75,0,0
2003,2025-03-16,2025-03-18,2025-03-21,2025-03-21,303,102,203,5,Express,317,46.11,0,0
2004,2025-02-23,2025-02-23,2025-02-28,2025-02-28,305,104,204,1,Standard,298,41.85,0,0
2005,2025-06-26,2025-06-27,2025-06-30,2025-07-05,302,103,203,3,Express,373,54.33,1,5
2006,2025-04-18,2025-04-20,2025-04-25,2025-04-25,307,103,201,5,Standard,639,80.98,0,0
2007,2025-02-24,2025-02-26,2025-03-03,2025-03-03,301,102,205,3,Standard,554,72.22,0,0
2008,2025-05-11,2025-05-13,2025-05-18,2025-05-18,307,104,205,5,Standard,440,61.73,0,0
2009,2025-03-21,2025-03-23,2025-03-26,2025-03-30,307,101,203,5,Express,327,50.13,1,4
2010,2025-02-23,2025-02-25,2025-02-27,2025-02-27,303,102,203,4,Standard,42,12.9,0,0
2011,2025-10-04,2025-10-06,2025-10-09,2025-10-09,306,103,202,4,Standard,213,33.55,0,0
2012,2025-08-19,2025-08-19,2025-08-22,2025-08-22,302,102,202,5,Standard,110,17.11,0,0
2013,2025-12-04,2025-12-06,2025-12-08,2025-12-08,305,101,204,4,Express,165,33.46,0,0
2014,2025-03-30,2025-03-30,2025-04-02,2025-04-03,305,101,205,5,Standard,222,30.65,1,1
2015,2025-01-08,2025-01-09,2025-01-14,2025-01-14,302,102,201,2,Standard,539,70.0,0,0
2016,2025-01-24,2025-01-24,2025-01-27,2025-01-28,301,105,205,5,Express,497,71.93,1,1
2017,2025-06-01,2025-06-02,2025-06-05,2025-06-05,302,104,201,3,Standard,245,37.79,0,0
2018,2025-11-29,2025-12-01,2025-12-04,2025-12-04,302,105,205,1,Express,499,69.54,0,0
2019,2025-04-10,2025-04-10,2025-04-13,2025-04-13,303,104,205,3,Standard,105,15.81,0,0
2020,2025-01-09,2025-01-11,2025-01-16,2025-01-16,304,102,201,4,Standard,290,43.46,0,0
2021,2025-08-13,2025-08-15,2025-08-16,2025-08-16,307,103,201,1,Express,52,16.86,0,0
2022,2025-05-18,2025-05-20,2025-05-23,2025-06-02,301,101,204,1,Express,311,50.53,1,10
2023,2025-04-26,2025-04-28,2025-05-03,2025-05-03,303,104,205,1,Standard,413,56.24,0,0
2024,2025-11-13,2025-11-14,2025-11-19,2025-11-19,304,105,205,1,Standard,580,77.16,0,0
2025,2025-04-14,2025-04-15,2025-04-20,2025-04-25,303,102,204,5,Standard,586,76.71,1,5
2026,2025-08-24,2025-08-26,2025-08-31,2025-08-31,307,105,202,1,Standard,576,75.45,0,0
2027,2025-08-30,2025-08-31,2025-09-05,2025-09-09,305,105,201,4,Standard,384,53.9,1,4
2028,2025-02-09,2025-02-09,2025-02-12,2025-02-19,305,104,201,4,Standard,247,33.4,1,7
2029,2025-07-03,2025-07-04,2025-07-06,2025-07-06,304,105,205,5,Express,196,33.8,0,0
2030,2025-10-11,2025-10-12,2025-10-13,2025-10-13,307,105,203,1,Express,79,22.18,0,0
2031,2025-06-10,2025-06-10,2025-06-13,2025-06-13,301,104,204,4,Standard,97,18.67,0,0
2032,2025-07-17,2025-07-17,2025-07-22,2025-07-22,305,101,201,2,Standard,569,72.15,0,0
2033,2025-10-31,2025-11-01,2025-11-04,2025-11-04,304,104,203,2,Standard,149,24.5,0,0
2034,2025-10-28,2025-10-28,2025-11-02,2025-11-07,301,101,203,4,Standard,380,50.2,1,5
2035,2025-06-27,2025-06-29,2025-06-30,2025-07-10,306,103,204,3,Express,51,16.03,1,10
2036,2025-10-23,2025-10-25,2025-10-28,2025-11-04,302,103,204,2,Express,593,79.27,1,7
2037,2025-07-24,2025-07-24,2025-07-27,2025-07-27,302,104,203,3,Express,475,66.03,0,0
2038,2025-08-29,2025-08-29,2025-09-03,2025-09-03,302,102,205,5,Standard,291,37.95,0,0
2039,2025-11-30,2025-11-30,2025-12-05,2025-12-05,307,102,202,5,Standard,468,60.6,0,0
2040,2025-02-07,2025-02-09,2025-02-11,2025-02-11,304,103,201,5,Standard,65,15.52,0,0
2041,2025-01-31,2025-02-01,2025-02-04,2025-02-04,301,105,203,1,Express,630,84.67,0,0
2042,2025-02-25,2025-02-25,2025-02-27,2025-02-27,307,103,202,1,Standard,49,13.34,0,0
2043,2025-08-14,2025-08-15,2025-08-20,2025-08-20,301,102,202,5,Standard,478,60.79,0,0
2044,2025-12-15,2025-12-17,2025-12-19,2025-12-19,301,104,203,1,Express,93,24.42,0,0
2045,2025-10-15,2025-10-17,2025-10-19,2025-10-19,306,103,202,3,Express,149,30.66,0,0
2046,2025-10-31,2025-11-01,2025-11-06,2025-11-06,305,102,204,5,Standard,614,78.22,0,0
2047,2025-07-31,2025-08-01,2025-08-04,2025-08-04,307,105,205,1,Express,490,68.01,0,0
2048,2025-02-12,2025-02-14,2025-02-17,2025-02-17,302,101,203,1,Standard,162,24.55,0,0
2049,2025-07-26,2025-07-28,2025-07-30,2025-07-30,302,101,204,2,Express,223,40.58,0,0
2050,2025-05-12,2025-05-13,2025-05-15,2025-05-15,305,103,202,2,Standard,66,13.35,0,0
2051,2025-08-11,2025-08-12,2025-08-15,2025-08-15,301,104,202,4,Standard,229,36.42,0,0
2052,2025-10-05,2025-10-06,2025-10-09,2025-10-09,305,105,203,2,Express,330,52.4,0,0
2053,2025-11-19,2025-11-20,2025-11-25,2025-11-25,307,104,202,3,Standard,343,46.16,0,0
2054,2025-05-22,2025-05-23,2025-05-28,2025-05-28,306,104,203,1,Standard,348,46.87,0,0
